Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S17055900099,01/27/2014,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571127, -93.73162)",77.0,Polk,1071100.0,AMERICAN COCKTAILS,55.0,Sazerac North America,80058,Chi-Chi's Orange Cream,6,1750,$6.00,$9.25,12,$111.00,21.0,5.55
S11609700028,04/11/2013,4230,Fareway Stores #106 / Clive,10151 UNIVERSITY AVE,CLIVE,50325,"10151 UNIVERSITY AVE
CLIVE 50325
(41.600508, -93.75591)",77.0,Polk,1031080.0,VODKA 80 PROOF,259.0,Heaven Hill Brands,35416,Burnett's Vodka 80 Prf,12,750,$4.83,$7.25,4,$29.00,3.0,0.79
S12067800002,05/07/2013,2651,Hy-Vee / Waverly,1311 4 STREET SW,WAVERLY,50677,"1311 4 STREET SW
WAVERLY 50677
(42.713533, -92.475372)",9.0,Bremer,1012300.0,IRISH WHISKIES,330.0,Gemini Spirits,15572,Concannon,6,750,$10.00,$15.00,6,$90.00,4.5,1.19
S07661400013,09/11/2012,3963,Tobacco Hut #14 / Council Bluffs,1925 W BROADWAY,COUNCIL BLUFFS,51501,"1925 W BROADWAY
COUNCIL BLUFFS 51501
(41.261866, -95.873074)",78.0,Pottawattamie,1031100.0,100 PROOF VODKA,300.0,Mccormick Distilling Company,36886,Mccormick Vodka,12,750,$3.30,$4.96,5,$24.80,3.75,0.99
S19779600060,06/26/2014,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77.0,Polk,1032080.0,IMPORTED VODKA,35.0,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,$22.00,$33.00,480,$15840.00,480.0,126.8
S19012800040,05/19/2014,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77.0,Polk,1032200.0,IMPORTED VODKA - MISC,115.0,"Constellation Wine Company, Inc.",33658,Svedka Mango Pineapple,12,750,$8.25,$12.38,12,$148.56,9.0,2.38
S17053700193,01/27/2014,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,"555 S 51ST ST
WEST DES MOINES 50265
(41.561219, -93.773583)",77.0,Polk,1031200.0,VODKA FLAVORED,260.0,Diageo Americas,41719,Smirnoff Green Apple Vodka,12,750,$8.25,$12.37,4,$49.48,3.0,0.79
S04944000001,04/09/2012,4581,Prime Mart / Cedar Falls,2728 CENTER ST,CEDAR FALLS,50613,"2728 CENTER ST
CEDAR FALLS 50613
(42.561054, -92.455972)",7.0,Black Hawk,1081600.0,WHISKEY LIQUEUR,85.0,Brown-Forman Corporation,86886,Southern Comfort,12,750,$9.36,$14.04,12,$168.48,9.0,2.38
S09019600091,11/17/2012,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,"509 E PLATT
MAQUOKETA 52060
(42.069219, -90.661269)",49.0,Jackson,1012200.0,SCOTCH WHISKIES,55.0,Sazerac North America,8828,Lauder's,6,1750,$10.68,$16.26,1,$16.26,1.75,0.46
S10482200015,02/07/2013,3881,7 Rayos Liquor Store,120 E MAIN ST,MARSHALLTOWN,50158,"120 E MAIN ST
MARSHALLTOWN 50158
(42.049166, -92.9104)",64.0,Marshall,1031200.0,VODKA FLAVORED,260.0,Diageo Americas,40604,Smirnoff Kissed Caramel,12,750,$7.96,$11.94,12,$143.28,9.0,2.38
S09865400028,01/03/2013,2548,Hy-Vee Food Store / Altoona,100 8TH STREET SW,ALTOONA,50009,"100 8TH STREET SW
ALTOONA 50009
(41.644041, -93.465301)",77.0,Polk,1081200.0,CREAM LIQUEURS,322.0,Prestige Wine and Spirits Group,80440,Ricacha Horchata,6,750,$10.00,$15.00,18,$270.00,13.5,3.57
S06914500003,08/02/2012,4102,Fareway Stores #386 / Ames,619 BURNETT AVE,AMES,50010,"619 BURNETT AVE
AMES 50010
(42.027426, -93.615428)",85.0,Story,1062310.0,SPICED RUM,260.0,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,$8.50,$12.74,12,$152.88,9.0,2.38
S09839100075,01/02/2013,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,"512 E OSKALOOSA
PELLA 50219
(41.397023, -92.899722)",63.0,Marion,1031080.0,VODKA 80 PROOF,297.0,Laird And Company,35914,Five O'clock Vodka,24,375,$1.93,$2.89,6,$17.34,2.25,0.59
S15202400017,10/17/2013,4642,Liquor and Tobacco Outlet / Univ Ave,2844 UNIVERSITY AVE,WATERLOO,50701,"2844 UNIVERSITY AVE
WATERLOO 50701
(42.498321, -92.382928)",7.0,Black Hawk,1052010.0,IMPORTED GRAPE BRANDIES,420.0,"Moet Hennessy USA, Inc.",48106,Hennessy Vs Cognac,12,750,$17.99,$26.99,3,$80.97,2.25,0.59
S23879900022,02/04/2015,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,"512 E OSKALOOSA
PELLA 50219
(41.397023, -92.899722)",63.0,Marion,1012100.0,CANADIAN WHISKIES,65.0,Jim Beam Brands,15296,Windsor Canadian Traveler,12,750,$4.20,$6.30,12,$75.60,9.0,2.38
S21464900023,09/29/2014,2618,Hy-Vee Drugstore #6 / Cedar Rapids,505 BOYSON RD NE,CEDAR RAPIDS,52402,"505 BOYSON RD NE
CEDAR RAPIDS 52402
(42.04671, -91.63913)",57.0,Linn,1031080.0,VODKA 80 PROOF,301.0,Fifth Generation Inc.,38176,Titos Vodka,12,750,$9.65,$14.48,12,$173.76,9.0,2.38
S09335400001,12/06/2012,4518,Casey's General Store #2824 / WDM,6630 MILLS CIVIC PARKWAY,WEST DES MOINES,50266,"6630 MILLS CIVIC PARKWAY
WEST DES MOINES 50266
(41.561791, -93.799289)",77.0,Polk,1031080.0,VODKA 80 PROOF,297.0,Laird And Company,35918,Five O'clock Vodka,6,1750,$7.20,$10.79,6,$64.74,10.5,2.77
S07403000016,08/29/2012,3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,DES MOINES,50317,"2839 E. UNIVERSITY
DES MOINES 50317
(41.600475, -93.561744)",77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,Jim Beam Brands,19067,Jim Beam,12,1000,$11.54,$17.31,12,$207.72,12.0,3.17
S07700000147,09/12/2012,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647492, -95.202605)",11.0,Buena Vista,1011200.0,STRAIGHT BOURBON WHISKIES,461.0,Campari(skyy),22151,Wild Turkey 101 Mini,12,500,$8.52,$12.79,2,$25.58,1.0,0.26
S07660900109,09/11/2012,2507,Hy-Vee Food Store #1 / Burlington,939 ANGULAR,BURLINGTON,52601,"939 ANGULAR
BURLINGTON 52601
(40.801819, -91.111219)",29.0,Des Moines,1012100.0,CANADIAN WHISKIES,260.0,Diageo Americas,11296,Crown Royal,12,750,$14.50,$21.74,6,$130.44,4.5,1.19
S03914200053,02/06/2012,3417,Big G Food Store,PO BOX 261  310 W DILLON,MARENGO,52301,"PO BOX 261 310 W DILLON
MARENGO 52301
",48.0,Iowa,1051110.0,BLACKBERRY BRANDIES,55.0,Sazerac North America,55068,Mr. Boston Blackberry Brandy,6,1750,$10.00,$14.99,1,$14.99,1.75,0.46
S11292400013,03/26/2013,2459,Reinhart Foods,200 STATE PO BOX 98,GUTHRIE CENTER,50115,"200 STATE PO BOX 98
GUTHRIE CENTER 50115
",39.0,Guthrie,1032080.0,IMPORTED VODKA,370.0,Pernod Ricard USA/Austin Nichols,34008,Absolut Swedish Vodka 80 Prf,6,1750,$20.00,$29.99,2,$59.98,3.5,0.92
S28715000049,10/28/2015,4004,Wal-Mart 4256 / Ames,534 S DUFF AVE,AMES,50010,"534 S DUFF AVE
AMES 50010
(42.017115, -93.610343)",85.0,Story,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,260.0,Diageo Americas,43330,Captain Morgan White,6,1750,$18.00,$27.00,6,$162.00,10.5,2.77
S23748200024,01/28/2015,2566,Hy-Vee Food Store / Knoxville,813 N LINCOLN STE 1,KNOXVILLE,50138,"813 N LINCOLN STE 1
KNOXVILLE 50138
(41.325428, -93.109494)",63.0,Marion,1031100.0,100 PROOF VODKA,434.0,Luxco-St Louis,36301,Hawkeye Vodka 80 Prf Mini,12,500,$3.73,$5.60,1,$5.60,0.5,0.13
S28577000022,10/20/2015,2665,Hy-Vee / Waukee,1005 E HICKMAN RD,WAUKEE,50263,"1005 E HICKMAN RD
WAUKEE 50263
(41.614909, -93.842181)",25.0,Dallas,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",64865,Fireball Cinnamon Whiskey PET,12,750,$8.98,$13.47,24,$323.28,18.0,4.76
S12689300051,06/10/2013,4183,Fareway Stores #589 / Decorah,103 E MAIN,DECORAH,52101,"103 E MAIN
DECORAH 52101
(43.30329, -91.785188)",96.0,Winneshiek,1042100.0,IMPORTED DRY GINS,240.0,"WILLIAM GRANT AND SONS, INC.",28625,Hendrick's Gin,6,750,$17.33,$25.99,2,$51.98,1.5,0.4
S09629400016,12/21/2012,4299,Hometown Market / Central City,9 WATERHOUSE AVE,CENTRAL CITY,52214,"9 WATERHOUSE AVE
CENTRAL CITY 52214
",57.0,Linn,1062300.0,FLAVORED RUM,260.0,Diageo Americas,43282,Captain Morgan Parrot Bay Pineapple,12,750,$7.49,$11.23,3,$33.69,2.25,0.59
S13447700057,07/18/2013,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,"20 WILSON AVENUE WEST
CEDAR RAPIDS 52404
(41.955861, -91.658753)",57.0,Linn,1081305.0,APPLE SCHNAPPS,65.0,Jim Beam Brands,82607,Dekuyper Sour Apple,12,1000,$7.62,$11.43,12,$137.16,12.0,3.17
S17675800146,03/03/2014,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,"2411 S 24TH ST #1
COUNCIL BLUFFS 51501
(41.238118, -95.879202)",78.0,Pottawattamie,1011100.0,BLENDED WHISKIES,260.0,Diageo Americas,25604,Seagrams 7 Crown Bl Whiskey,24,375,$3.50,$5.25,2,$10.50,0.75,0.2
S21933000129,10/22/2014,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85.0,Story,1031200.0,VODKA FLAVORED,421.0,"Sazerac Co., Inc.",41146,Sweet Carolina Sweet Tea Flavored Vodka,12,750,$6.94,$10.91,4,$43.64,3.0,0.79
S09682700167,12/24/2012,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,"1725 74TH ST
WEST DES MOINES 50266
(41.598514, -93.808855)",77.0,Polk,1081340.0,ROOT BEER SCHNAPPS,65.0,Jim Beam Brands,82826,Dekuyper Ragin' Root Beer Schnapps,12,750,$6.30,$9.45,3,$28.35,2.25,0.59
S08226100006,10/10/2012,4557,Hometown Foods / Traer,420 SECOND ST,TRAER,50675,"420 SECOND ST
TRAER 50675
(42.193386, -92.468086)",86.0,Tama,1081390.0,IMPORTED SCHNAPPS,421.0,"Sazerac Co., Inc.",69706,Dr. Mcgillicuddy's Root Beer Schnapps,12,750,$8.32,$12.48,3,$37.44,2.25,0.59
S06631000229,07/17/2012,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,"5750 MERLE HAY ROAD
JOHNSTON 50131
(41.664386, -93.69774)",77.0,Polk,1071100.0,AMERICAN COCKTAILS,260.0,Diageo Americas,63550,Tgif On The Rocks Long Island Ice Tea,12,750,$3.82,$5.73,2,$11.46,1.5,0.4
S09129500021,11/26/2012,3830,Wal-Mart 1435 / Creston,806 LAUREL ST,CRESTON,50801,"806 LAUREL ST
CRESTON 50801
(41.047716, -94.372142)",88.0,Union,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35.0,"Bacardi U.S.A., Inc.",43038,Bacardi Gold Rum,6,1750,$14.67,$22.00,6,$132.00,10.5,2.77
S21551500007,10/02/2014,2550,Hy-Vee Food Store / Osceola,510 WEST MCLANE,OSCEOLA,50213,"510 WEST MCLANE
OSCEOLA 50213
(41.030575, -93.772951)",20.0,Clarke,1011200.0,STRAIGHT BOURBON WHISKIES,55.0,Sazerac North America,21596,Ten High,12,750,$4.10,$6.15,12,$73.80,9.0,2.38
S06492900201,07/10/2012,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29.0,Des Moines,1051010.0,AMERICAN GRAPE BRANDIES,205.0,E AND J GALLO WINERY,52593,E & J Vs Brandy,24,200,$1.79,$2.68,6,$16.08,1.2,0.32
S10881300062,03/06/2013,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,"2605 BLAIRS FERRY RD NE
CEDAR RAPIDS 52402
(42.034737, -91.679406)",57.0,Linn,1012210.0,SINGLE MALT SCOTCH,370.0,Pernod Ricard USA/Austin Nichols,5037,Glenlivet 12 Yr Malt Scotch,12,1000,$26.99,$40.49,12,$485.88,12.0,3.17
S08945300094,11/14/2012,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,"4815 MAPLE DRIVE
PLEASANT HILL 50317
",77.0,Polk,1041100.0,AMERICAN DRY GINS,434.0,Luxco-St Louis,30526,Hawkeye Gin,12,750,$3.33,$5.00,12,$60.00,9.0,2.38
S04270500096,02/27/2012,4294,Lena's Liquors,1544 SUPERIOR ST,WEBSTER CITY,50595,"1544 SUPERIOR ST
WEBSTER CITY 50595
(42.46212, -93.815849)",40.0,Hamilton,1071100.0,AMERICAN COCKTAILS,308.0,"Mango Bottling, Inc.",72448,Tooters Blu-Dacious Kamikazi Mini,12,375,$5.00,$7.49,1,$7.49,0.38,0.1
S26237300004,06/16/2015,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,"1745 MADISON AVE
COUNCIL BLUFFS 51503
(41.242732, -95.825137)",78.0,Pottawattamie,1012100.0,CANADIAN WHISKIES,260.0,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,$18.50,$27.75,36,$999.00,36.0,9.51
S29053900020,11/18/2015,5181,Casey's General Store #3434  /  Denv,"1101, JEFFERSON ST",DENVER,50622,"1101, JEFFERSON ST
DENVER 50622
",9.0,Bremer,1062310.0,SPICED RUM,260.0,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,$5.00,$7.50,24,$180.00,9.0,2.38
S10732900021,02/21/2013,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",82.0,Scott,1032200.0,IMPORTED VODKA - MISC,277.0,Stoli Group,34786,Stolichnaya Blueberi,12,750,$12.80,$19.19,12,$230.28,9.0,2.38
S24338100093,03/03/2015,4083,Fareway Stores #909 / Ankeny,109 SE ORALABOR RD,ANKENY,50021,"109 SE ORALABOR RD
ANKENY 50021
(41.702811, -93.599496)",77.0,Polk,1081330.0,PEACH SCHNAPPS,65.0,Jim Beam Brands,82846,Dekuyper Luscious Peachtree Schnapps,12,750,$6.30,$9.45,3,$28.35,2.25,0.59
S29246100015,11/21/2015,4395,KUM & GO #133 / ELLSWORTH,1111 IA HIGHWAY 175,ELLSWORTH,50075,"1111 IA HIGHWAY 175
ELLSWORTH 50075
(42.310443, -93.573932)",40.0,Hamilton,1051110.0,BLACKBERRY BRANDIES,434.0,Luxco-St Louis,55088,Paramount Blackberry Brandy,6,1750,$11.29,$16.94,6,$101.64,10.5,2.77
S16095000123,12/04/2013,2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,"2200 WEST KIMBERLY
DAVENPORT 52806
(41.560151, -90.608199)",82.0,Scott,1012100.0,CANADIAN WHISKIES,55.0,Sazerac North America,13388,Northern Light,6,1750,$8.72,$13.08,1,$13.08,1.75,0.46
S22739100007,12/03/2014,4481,THE LIQUOR HOUSE,425 GILBERT ST,IOWA CITY,52240,"425 GILBERT ST
IOWA CITY 52240
(41.656297, -91.530221)",52.0,Johnson,1011100.0,BLENDED WHISKIES,297.0,Laird And Company,23827,Five Star,12,1000,$4.40,$6.60,12,$79.20,12.0,3.17
S24878100176,04/02/2015,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77.0,Polk,1081312.0,BUTTERSCOTCH SCHNAPPS,65.0,Jim Beam Brands,82787,Dekuyper Buttershots,12,1000,$7.62,$11.43,12,$137.16,12.0,3.17
S13160300079,07/03/2013,3928,Smokin' Joe's #12 Tobacco and Liquor,465 HWY 965 UNIT G,NORTH LIBERTY,52317,"465 HWY 965 UNIT G
NORTH LIBERTY 52317
(41.739934, -91.607593)",52.0,Johnson,1031100.0,100 PROOF VODKA,300.0,Mccormick Distilling Company,36887,McCormick Vodka,12,1000,$4.13,$6.20,4,$24.80,4.0,1.06
S28896000019,11/05/2015,2671,Hy-Vee  /  Jefferson,"106, W WASHINGTON ST",JEFFERSON,50129,"106, W WASHINGTON ST
JEFFERSON 50129
(42.017269, -94.374804)",37.0,Greene,1071100.0,AMERICAN COCKTAILS,260.0,Diageo Americas,58801,Captain Morgan Long Island Iced Tea,6,1750,$11.00,$16.50,6,$99.00,10.5,2.77
S06969600136,08/07/2012,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,"HWY 9 &amp; 71
SPIRIT LAKE 51360
",30.0,Dickinson,1032080.0,IMPORTED VODKA,370.0,Pernod Ricard USA/Austin Nichols,34368,Fris Danish Vodka,6,1750,$10.50,$15.74,12,$188.88,21.0,5.55
S17081900036,01/29/2014,4012,Fast Mart,1401 BUCHANAN ST,DES MOINES,50316,"1401 BUCHANAN ST
DES MOINES 50316
(41.598779, -93.599363)",77.0,Polk,1051010.0,AMERICAN GRAPE BRANDIES,205.0,E AND J GALLO WINERY,52591,E & J Vs Brandy Mini,12,500,$5.92,$8.88,3,$26.64,1.5,0.4
S13781700003,08/07/2013,4758,Midtown / Storm Lake,1100 EAST 5TH ST,STORM LAKE,50588,"1100 EAST 5TH ST
STORM LAKE 50588
(42.644563, -95.186938)",11.0,Buena Vista,1031080.0,VODKA 80 PROOF,297.0,Laird And Company,35918,Five O'clock Vodka,6,1750,$7.20,$10.79,6,$64.74,10.5,2.77
S07254600148,08/22/2012,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85.0,Story,1012100.0,CANADIAN WHISKIES,65.0,Jim Beam Brands,15244,Windsor Canadian Supreme Whisky,24,375,$2.89,$4.34,6,$26.04,2.25,0.59
S18025400007,03/24/2014,4673,Sonny's Super Market / West Point,327 5TH ST,WEST POINT,52656,"327 5TH ST
WEST POINT 52656
(40.717867, -91.452491)",56.0,Lee,1011100.0,BLENDED WHISKIES,65.0,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,$11.02,$16.53,6,$99.18,10.5,2.77
S15355400025,10/25/2013,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975739, -91.659878)",57.0,Linn,1071100.0,AMERICAN COCKTAILS,421.0,"Sazerac Co., Inc.",59037,Desert Island Long Island Ice Tea Cocktail,12,1000,$3.85,$6.03,12,$72.36,12.0,3.17
S14824900183,09/30/2013,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,"555 S 51ST ST
WEST DES MOINES 50265
(41.561219, -93.773583)",77.0,Polk,1032200.0,IMPORTED VODKA - MISC,260.0,Diageo Americas,64755,Ciroc Red Berry,12,750,$18.75,$28.12,6,$168.72,4.5,1.19
S16510900137,12/26/2013,3925,Johncy's Liquor Store Inc,585 HWY 965 S  STE E,NORTH LIBERTY,52317,"585 HWY 965 S STE E
NORTH LIBERTY 52317
(41.738152, -91.60761)",48.0,Iowa,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",10548,Black Velvet Toasted Caramel,6,1750,$12.99,$19.49,6,$116.94,10.5,2.77
S04350000018,03/01/2012,3731,Wal-Mart 1241 / Davenport,5811 ELMORE AVE,DAVENPORT,52807,"5811 ELMORE AVE
DAVENPORT 52807
(41.581826, -90.52886)",82.0,Scott,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35.0,"Bacardi U.S.A., Inc.",43125,Bacardi Superior Rum Pet,12,750,$7.53,$11.30,24,$271.20,18.0,4.76
S13205400018,07/08/2013,2641,Hy-Vee Drugstore / Council Bluffs,757 W BROADWAY,COUNCIL BLUFFS,51501,"757 W BROADWAY
COUNCIL BLUFFS 51501
(41.261673, -95.855054)",78.0,Pottawattamie,1081600.0,WHISKEY LIQUEUR,85.0,Brown-Forman Corporation,86884,Southern Comfort,24,375,$4.54,$6.80,24,$163.20,9.0,2.38
S16455500107,12/21/2013,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,"1725 74TH ST
WEST DES MOINES 50266
(41.598514, -93.808855)",77.0,Polk,1012100.0,CANADIAN WHISKIES,260.0,Diageo Americas,11294,Crown Royal Canadian Whisky,24,375,$7.65,$11.48,6,$68.88,2.25,0.59
S18878400073,05/12/2014,4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,"407 W HURON
MISSOURI VALLEY 51555
(41.557404, -95.899334)",43.0,Harrison,1022100.0,TEQUILA,434.0,Luxco-St Louis,87938,Juarez Tequila Silver,6,1750,$13.00,$19.50,1,$19.50,1.75,0.46
S25083700005,04/15/2015,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1011100.0,BLENDED WHISKIES,260.0,Diageo Americas,25606,Seagrams 7 Crown Bl Whiskey,12,750,$7.00,$10.50,2,$21.00,1.5,0.4
S26224100002,06/16/2015,4496,B P ON 1ST,"2824, 1ST AVE NE",CEDAR RAPIDS,52402,"2824, 1ST AVE NE
CEDAR RAPIDS 52402
(42.005867, -91.634838)",57.0,Linn,1022100.0,TEQUILA,395.0,Proximo,89199,Jose Cuervo Especial Reposado Square,12,375,$5.50,$8.25,12,$99.00,4.5,1.19
S22381000069,11/17/2014,3562,Wal-Mart 0797 / W Burlington,324 WEST AGENCY RD,WEST BURLINGTON,52655,"324 WEST AGENCY RD
WEST BURLINGTON 52655
(40.813125, -91.158406)",29.0,Des Moines,1031080.0,VODKA 80 PROOF,301.0,Fifth Generation Inc.,38178,Titos Handmade Vodka,6,1750,$18.52,$27.78,6,$166.68,10.5,2.77
S13943500071,08/15/2013,2663,Hy-Vee / Urbandale,8701 DOUGLAS,URBANDALE,50322,"8701 DOUGLAS
URBANDALE 50322
(41.629365, -93.739245)",77.0,Polk,1081200.0,CREAM LIQUEURS,305.0,MHW Ltd,73051,Rumchata Mini,12,500,$8.87,$13.31,2,$26.62,1.0,0.26
S22543500001,11/21/2014,3871,Target Store T-0069 / WDM,1800  35TH ST,WEST DES MOINES,50266,"1800 35TH ST
WEST DES MOINES 50266
(41.598813, -93.751998)",77.0,Polk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,260.0,Diageo Americas,43328,Captain Morgan White,12,750,$9.00,$13.50,12,$162.00,9.0,2.38
S27921200058,09/16/2015,2548,Hy-Vee Food Store / Altoona,100 8TH STREET SW,ALTOONA,50009,"100 8TH STREET SW
ALTOONA 50009
(41.644041, -93.465301)",77.0,Polk,1071100.0,AMERICAN COCKTAILS,434.0,Luxco-St Louis,62097,Paramount Long Island Iced Tea,12,1000,$4.50,$6.75,12,$81.00,12.0,3.17
S28981200025,11/11/2015,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)",82.0,Scott,1062300.0,FLAVORED RUM,65.0,Jim Beam Brands,44419,Cruzan Black Cherry Rum,12,750,$6.83,$10.25,3,$30.75,2.25,0.59
S12746200010,06/12/2013,3682,Jumbo's,110 E MAIN ST,WESLEY,50483,"110 E MAIN ST
WESLEY 50483
(43.088189, -93.990043)",55.0,Kossuth,1022100.0,TEQUILA,395.0,Proximo,89197,Jose Cuervo Especial Reposado Tequila,12,1000,$12.50,$18.74,12,$224.88,12.0,3.17
S28007200192,09/21/2015,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29.0,Des Moines,1062300.0,FLAVORED RUM,35.0,"Bacardi U.S.A., Inc.",43145,Bacardi Pineapple Fusion,12,750,$8.26,$12.39,4,$49.56,3.0,0.79
S17507800159,02/20/2014,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77.0,Polk,1012200.0,SCOTCH WHISKIES,370.0,Pernod Ricard USA/Austin Nichols,9426,Passport Scotch,12,750,$6.25,$9.74,2,$19.48,1.5,0.4
S07309000002,08/27/2012,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77.0,Polk,1081330.0,PEACH SCHNAPPS,65.0,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,$7.35,$11.02,12,$132.24,12.0,3.17
S06272700049,06/27/2012,4619,Smokin' Joe's #3 Tobacco and Liquor,1737 AVE H,FORT MADISON,52627,"1737 AVE H
FORT MADISON 52627
(40.63021, -91.329824)",56.0,Lee,1012100.0,CANADIAN WHISKIES,85.0,Brown-Forman Corporation,12464,Canadian Mist Whisky,24,375,$2.89,$4.34,1,$4.34,0.38,0.1
S21618100077,10/07/2014,2556,Hy-Vee Wine and Spirits / Esthervill,2608 E. CENTRAL AVENUE,ESTHERVILLE,51334,"2608 E. CENTRAL AVENUE
ESTHERVILLE 51334
",32.0,Emmet,1022100.0,TEQUILA,395.0,Proximo,89198,Jose Cuervo Especial Reposado Tequila,6,1750,$20.25,$30.38,6,$182.28,10.5,2.77
S21342300094,09/22/2014,4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,"407 W HURON
MISSOURI VALLEY 51555
(41.557404, -95.899334)",43.0,Harrison,1071100.0,AMERICAN COCKTAILS,55.0,Sazerac North America,57129,Chi-Chi's Mexican Mudslide,6,1750,$6.50,$9.75,2,$19.50,3.5,0.92
S09391500015,12/10/2012,4105,Fareway Stores #426 / Nevada,1505 SOUTH B AVE,NEVADA,50201,"1505 SOUTH B AVE
NEVADA 50201
(42.009797, -93.439899)",85.0,Story,1062310.0,SPICED RUM,260.0,Diageo Americas,43244,Captain Morgan 100 Proof Spiced Rum,12,750,$10.00,$14.99,1,$14.99,0.75,0.2
